#NEGATIVE_LEXICON	STRENGTH-ASSIGNED
menacing	-0.3
menacingly	-0.3
mendacious	-0.5
mendaciously	-0.5
mendacity	-0.5
menial	-0.3
menorrhagia	-0.4
meperidine	-0.3
mephenytoin	-0.4
mephistopheles	-0.6
mephitis	-0.5
mercenary	-0.7
merciless	-0.7
mercilessly	-0.6
mercilessness	-0.7
merely	-0.3
merk	-0.4
mesalliance	-0.3
meshugge	-0.3
meshuggeneh	-0.5
mess	-0.6
messed	-0.6
messes	-0.6
messily	-0.6
messing	-0.6
messing up	-0.4
messy	-0.6
meth	-0.6
methadone	-0.5
miasmic	-0.6
microcyte	-0.3
middling-to-weak	-0.4
midget	-0.3
mid-line	-0.2
mid-range	-0.2
miff	-0.4
migraine	-0.4
mildew	-0.1
militancy	-0.2
militant	-0.5
militia	-0.7
mimicry	-0.4
mind	-0.1
mind-boggling	-0.5
mind-bogglingly	-0.5
mindless	-0.4
mindlessly	-0.6
mind-numbing	-0.7
mindnumbingly	-0.5
mind-numbingly	-0.5
minga	-0.4
minger	-0.4
minging	-0.4
mini-conflict	-0.4
minority	-0.3
mirage	-0.1
misadvise	-0.3
misalign	-0.4
misaligned	-0.2
misaligns	-0.3
misalliance	-0.3
misally	-0.3
misanthrope	-0.3
misanthropic	-0.3
misanthropy	-0.3
misapplication	-0.2
misapply	-0.2
misapprehend	-0.7
misappropriation	-0.2
misbecome	-0.4
misbecoming	-0.4
misbegotten	-0.3
misbehave	-0.7
misbehaved	-0.5
misbehaves	-0.8
misbehaving	-0.6
misbehavior	-0.3
misbelieve	-0.3
misbranded	-0.3
misbranding	-0.4
miscalculate	-0.1
miscalculation	-0.1
miscarriage	-0.3
miscarry	-0.4
miscast	-0.2
miscellaneous	-0.1
mischief	-0.5
mischiefs	-0.7
mischievous	-0.5
mischievously	-0.8
misclassified	-0.1
misclassifies	-0.2
misclassify	-0.2
misconception	-0.3
misconceptions	-0.1
misconduct	-0.4
misconducted	-0.5
misconducting	-0.6
misconducts	-0.6
misconstrual	-0.4
misconstrue	-0.4
miscreant	-0.3
miscreants	-0.3
miscreate	-0.4
misdate	-0.2
misdeal	-0.2
misdeliver	-0.2
misdemeanor	-0.3
misdirect	-0.2
misdirection	-0.2
miser	-0.3
miserable	-0.5
miserableness	-0.8
miserably	-0.5
miseries	-0.5
miserliness	-0.3
misery	-0.5
misfeasance	-0.5
misfire	-0.4
misfit	-0.8
misfortune	-0.6
misgive	-0.2
misgiving	-0.3
misgivings	-0.6
misgovern	-0.2
misgovernment	-0.2
misguidance	-0.4
misguide	-0.4
misguided	-0.1
mish	-0.3
mishandle	-0.3
mishap	-0.5
mishmash	-0.6
mish-mash	-0.5
misinform	-0.1
misinformation	-0.1
misinformed	-0.2
misinterpret	-0.2
misinterpretation	-0.1
misinterpreted	-0.2
misjudge	-0.1
misjudgment	-0.4
mislead	-0.2
misleaded	-0.2
misleader	-0.2
misleading	-0.6
misleadingly	-0.3
misleads	-8
misled	-0.3
mislike	-0.7
mismanage	-0.2
mismanagement	-0.4
mismarry	-0.2
mismatch	-0.2
mis-match	-0.4
mismatched	-0.2
mismate	-0.2
misname	-0.1
misnomer	-0.1
misogynist	-0.2
misogynistic	-0.4
misogyny	-0.3
misplace	-0.1
misplaced	-0.1
misplaces	-0.1
misplacing	-0.2
misplay	-0.1
mispricing	-0.5
mispronounced	-0.2
mispronounces	-0.2
misread	-0.1
misreading	-0.1
misremember	-0.1
misreport	-0.3
misreported	-0.4
misreporting	-0.4
misreports	-0.4
misrepresent	-0.1
misrepresentation	-0.1
misrepresentations	-0.3
misrepresented	-0.3
misrepresenting	-0.2
misrepresents	-0.3
missed	-0.7
misses	-0.1
missile	-0.3
missing	-0.3
misspell	-0.1
misspelling	-0.1
misstatement	-0.3
mistake	-0.5
mistaken	-0.4
mistakenly	-0.6
mistakes	-0.6
mistaking	-0.3
mistified	-0.3
mistranslate	-0.1
mistranslation	-0.1
mistreat	-0.3
mistreatment	-0.3
mistress	-0.3
mistrial	-0.2
mistrust	-0.5
mistrustful	-0.6
mistrustfully	-0.6
mists	-0.3
misunderstand	-0.3
misunderstanding	-0.5
misunderstands	-0.2
misunderstood	-0.5
misuse	-0.1
misused	-0.1
misuses	-0.4
misusing	-0.3
mite	-0.3
moaned	-0.3
moaning	-0.5
moans	-0.3
mob	-0.6
mobster	-0.6
mock	-0.5
mocked	-0.6
mockeries	-0.3
mockery	-0.4
mocking	-0.5
mockingly	-0.4
mocks	-0.3
modicum	-0.4
mold	-0.4
moldy	-0.6
molest	-0.9
molestation	-0.9
molester	-0.9
money-hungry	-0.4
moneyless	-0.4
mongering	-0.4
monkshood	-0.5
monochrome	-0.2
monocle	-0.4
monolithic	-0.1
monomania	-0.4
monomaniac	-0.4
monomaniacal	-0.4
monopolist	-0.3
monopolize	-0.3
monopolized	-0.2
monopolizes	-0.2
monopolizing	-0.4
monopoly	-0.7
monotone	-0.4
monotonous	-0.5
monotony	-0.2
monsoon	-0.4
monster	-0.6
monstrosities	-0.8
monstrosity	-0.6
monstrous	-0.3
monstrously	-0.7
moodiness	-0.4
moody	-0.5
mook	-0.4
moot	-0.4
mope	-0.4
moping	-0.5
morbid	-0.6
morbidity	-0.6
morbidly	-0.4
mordacious	-0.5
mordantly	-0.6
morgue	-0.6
moribund	-0.5
moron	-1
moronity	-0.7
morons	-0.7
morose	-0.3
morosely	-0.4
moroseness	-0.5
morsel	-0.5
mortal	-0.4
mortification	-0.4
mortify	-0.9
mortifying	-1
mortuary	-0.5
mosquito	-0.3
motherfucker	-1
motherfucking	-1
motionless	-0.4
motley	-0.4
mourn	-0.4
mourned	-0.5
mourner	-0.4
mournful	-0.4
mournfully	-0.7
mournfulness	-0.4
mourning	-0.4
mourns	-0.6
muck	-0.4
mucky	-0.3
mucous	-0.3
mucus	-0.6
mud	-0.3
muddled	-0.3
muddy	-0.3
mudshark	-0.4
mudslinger	-0.7
mudslinging	-0.3
muggee	-0.6
mugger	-0.6
mugging	-0.6
mule	-0.2
mulish	-0.4
multi-polarization	-0.1
mumble	-0.3
mumbling	-0.3
mummification	-0.5
mummify	-0.6
mummy	-0.5
mumpish	-0.3
mumps	-0.6
munter	-0.4
muppet	-0.4
murder	-1
murderee	-1
murderer	-1
murdering	-1
murderously	-0.7
murderousness	-0.9
murders	-1
murk	-0.5
murked	-0.5
murky	-0.5
murmur	-0.3
murmuring	-0.3
murmurous	-0.3
muscle-flexing	-0.3
mushy	-0.2
musophobia	-0.8
muster	-0.5
mustiness	-0.4
musty	-0.3
mutant	-0.3
mutation	-0.3
mute	-0.4
mutilate	-1
mutilated	-0.9
mutilation	-0.9
mutiny	-0.5
mutism	-0.4
mutter	-0.3
mutterer	-0.3
muzzle	-0.4
mysophilia	-0.6
mysophobia	-0.6
mysophobic	-0.6
mysterious	-0.4
mysteriously	-0.5
mystery	-0.3
mystify	-0.3
myweakness	-0.7
myxosporidian	-0.8
n00b	-0.5
nab	-0.7
nackered	-0.7
nada	-0.3
nadda	-0.3
naff	-0.3
nag	-0.2
nagging	-0.6
naive	-0.4
naïve	-0.2
naively	-0.2
naivete	-0.4
naked	-0.1
naman	-0.3
nameless	-0.3
nao	-0.4
narcissism	-0.7
narcissist	-1
narcolepsy	-0.5
narcoleptic	-0.5
narcotic	-0.7
narrower	-0.3
narrowly	-0.2
nasal	-0.1
nastily	-0.6
nastiness	-0.6
nasty	-0.6
nationalism	-0.2
natively	-0.2
naught	-0.4
naughtiness	-0.5
naughty	-0.5
nausea	-0.5
nauseate	-1
nauseates	-0.9
nauseating	-0.6
nauseatingly	-1
nauseous	-0.9
naw	-0.4
naww	-0.4
naysayer	-0.5
near-pornographic	-0.4
nearsighted	-0.4
neat-freak	-0.1
nebulous	-0.3
nebulously	-0.5
necrosis	-0.4
necrotic	-0.4
needful	-0.5
neediness	-0.3
needing	-0.2
needless	-0.7
needlessly	-0.3
needy	-0.3
nefarious	-0.5
nefariously	-0.5
nefariousness	-0.5
negative	-0.5
negatively	-0.5
negatives	-0.6
negativity	-0.5
neglect	-0.3
neglected	-0.7
neglecter	-0.4
neglecting	-0.4
neglects	-0.3
negligence	-0.4
negligent	-0.3
negligently	-0.4
negligible	-0.3
negro	-0.6
nemesis	-0.9
neophobia	-0.8
nerd	-0.8
nerd-like	-0.4
nerdy	-0.7
nerves	-0.1
nervous	-0.5
nervously	-0.7
nervousness	-0.5
nettle	-0.3
nettlesome	-0.2
neuralgia	-0.4
neurasthenia	-0.6
neurasthenic	-0.6
neurosis	-0.6
neurotic	-0.6
neurotically	-0.6
neurotoxic	-0.6
neurotoxin	-0.6
neutralization	-0.3
neutralize	-0.3
nevermind	-0.4
newbie	-0.5
newfag	-0.6
nicotine	-0.3
niff	-0.3
niffy	-0.3
nigga	-0.5
niggas	-0.2
nigger	-0.5
niggle	-0.5
niggles	-0.7
nighter	-0.3
nightmare	-1
nightmarish	-0.9
nightmarishly	-0.3
nihilism	-0.6
nihilist	-0.5
nihilistic	-0.5
nincompoop	-0.7
nitpick	-0.6
nitpicker	-0.6
nitpicking	-0.4
nit-picky	-0.4
no_point	-0.7
no_way	-0.4
nobble	-0.7
nocent	-0.4
nociceptive	-0.4
no-frills	-0.3
nofun	-0.2
noise	-0.4
noises	-0.4
noisier	-0.7
noisily	-0.4
noisiness	-0.4
noisy	-0.4
non-adjustable	-0.2
no-name	-0.3
non-approved	-0.3
non-calibrated	-0.5
nonchalant	-0.5
noncivilized	-0.5
non-communicative	-0.3
noncompliance	-0.2
noncomprehensive	-0.4
non-confidence	-0.3
nonconformity	-0.4
non-descript	-6
nonexempt	-0.3
non-existant	-0.7
nonexistent	-0.5
non-existent	-0.3
nonfunctional	-0.3
non-functional	-0.3
non-functioning	-0.4
non-gourmet	-0.3
nonintellectual	-0.4
nonnormative	-0.3
no-no	-0.7
nonobservance	-0.3
nonproductive	-0.3
nonresponsive	-0.2
nonsense	-0.4
nonsensical	-0.4
noo	-0.4
noob	-0.8
noone	-0.5
noooo	-1
nooooo	-1
noooooo	-0.8
nooooooo	-0.9
noooooooo	-0.8
nooooooooo	-1
noose	-0.2
nosey	-0.3
nosiness	-0.3
nostalgia	-0.3
nostalgic	-0.3
nosy	-0.3
not good	-0.4
not_$PRP_(cup)_of_tea	-0.2
not_enough	-0.2
notchy	-0.4
nothin	-0.3
nothing	-0.4
nothingness	-0.2
notoriety	-0.2
notorious	-0.7
notoriously	-0.4
not-quite-mediocre	-0.2
not-too-subtle	-0.7
noxious	-0.4
nugatory	-0.4
nuhuh	-0.5
nuisance	-0.5
nul	-0.2
nullify	-0.1
numb	-0.4
numbing	-0.5
numbness	-0.5
nun	-0.2
nuts	-0.2
nvm	-0.5
nvr	-0.3
nyctophobia	-0.8
nyquil	-0.4
oaf	-0.4
obese	-0.5
obesity	-0.6
obi	-0.4
obit	-0.3
obituary	-0.7
objectification	-0.4
objection	-0.4
objectionable	-0.5
objections	-0.4
oblige	-0.1
obligor	-0.2
obliterable	-0.5
obliterate	-0.6
obliterated	-0.8
obliteration	-0.7
oblivion	-0.9
oblivious	-1
obnoxious	-0.6
obnoxiously	-0.5
obscene	-0.7
obscenely	-0.7
obscenity	-0.7
obscurantism	-0.4
obscurantist	-0.4
obscure	-0.3
obscured	-0.5
obscurely	-0.3
obscureness	-0.3
obscures	-0.5
obscurity	-0.3
obselete	-0.3
obsequiousness	-0.5
obsess	-0.3
obsession	-0.3
obsessional	-0.3
obsessions	-4
obsessive	-0.3
obsessively	-0.6
obsolescent	-0.4
obsolete	-0.3
obstacle	-0.3
obstacles	-0.1
obstinate	-0.4
obstipate	-0.5
obstipation	-0.5
obstreperous	-0.5
obstreperousness	-0.5
obstruct	-0.5
obstructed	-0.3
obstructing	-0.7
obstruction	-0.5
obstructionist	-0.5
obstructs	-0.4
obsure	-0.3
obtrusive	-0.4
obviation	-0.4
obvious	-0.1
obviously	-0.2
occlude	-0.5
occluded	-0.2
occludes	-0.3
occluding	-0.3
odd	-0.4
odder	-0.2
oddities	-0.3
oddity	-0.4
oddly	-0.5
oddness	-0.4
odious	-0.3
odor	-0.1
odoriferous	-0.5
odorize	-0.5
odynophagia	-0.8
oenanthe	-0.6
off-cambered	-0.4
off-center	-0.4
offence	-0.3
offend	-0.7
offended	-0.7
offender	-0.7
offending	-0.5
offends	-0.8
offense	-0.6
offenseless	-0.4
offenses	-0.7
offensive	-0.6
offensively	-0.6
offensiveness	-0.6
offhand	-0.7
officious	-0.3
offish	-0.4
offline	-0.1
offside	-0.3
off-topic	-0.2
ohh	-0.2
ohhh	-0.4
ohhhhh	-0.5
okayy	-0.1
okie	-0.1
old	-0.3
oldest	-0.5
old-fashioned	-0.2
old-hat	-0.2
oldness	-0.3
olfactory	-0.3
oligarchy	-0.3
omfg	-0.4
ominously	-0.3
omit	-0.5
omj	-0.2
omnipotence	-0.3
one-dimensional	-0.1
one-dimensionally	-0.1
one-note	-0.1
onerous	-0.3
onerously	-0.4
one-side	-0.3
one-sided	-0.1
onslaught	-0.8
ontd	-0.3
onus	-0.2
oof	-0.6
ooops	-1
oops	-0.6
ooze	-0.2
oozing	-0.5
operatic	-0.3
ophthalmia	-0.8
opiate	-0.3
opisthorchiasis	-0.8
opisthotonos	-0.8
opium	-0.5
opponent	-0.4
opposable	-0.4
oppose	-0.4
opposed	-0.4
opposition	-0.3
oppositions	-0.4
oppress	-0.6
oppressed	-0.7
oppression	-0.6
oppressions	-0.8
oppressive	-0.7
oppressively	-0.6
oppressiveness	-0.6
oppressor	-0.6
oppressors	-0.6
optionless	-0.4
opulence	-0.2
orc	-0.2
ordeal	-0.4
ordnance	-0.4
organic	-0.1
orgy	-0.1
ornery	-0.1
orphan	-0.7
ossify	-0.4
ostensibly	-0.3
ostentation	-0.5
ostentatious	-0.4
osteodystrophy	-0.8
osteolysis	-0.8
osteomalacia	-0.8
osteopetrosis	-0.8
osteophyte	-0.8
osteoporosis	-0.8
osteosclerosis	-0.8
ostracized	-0.5
ostracizes	-0.5
ototoxic	-0.6
ouch	-0.8
ouchie	-0.8
ouchies	-1
oust	-0.4
outage	-0.3
outages	-0.3
outbreak	-0.6
outbreaks	-0.8
outburst	-0.4
outbursts	-0.4
outcast	-0.6
outcaste	-0.6
outclassed	-0.5
outcry	-0.8
outdated	-0.3
outhouse	-0.1
outlandish	-0.2
outlaw	-0.5
outlier	-0.3
outmaneuvered	-0.2
outmoded	-0.6
outnumbered	-0.4
outpatient	-0.4
outrage	-0.9
outraged	-0.9
outrageous	-1
outrageously	-0.5
outrageousness	-0.5
outrages	-0.8
outsider	-0.2
outta	-0.2
ovation	-0.4
overact	-0.3
over-acted	-0.1
over-acting	-0.4
overawe	-0.4
over-awe	-0.5
overbalance	-0.4
overbalanced	-0.4
over-balanced	-0.3
overbearing	-0.4
overbearingly	-0.7
overblown	-0.4
over-boosted	-0.2
overburden	-0.9
overdelicate	-0.4
over-developed	-0.1
overdo	-0.4
overdone	-0.1
over-done	-0.3
overdose	-0.2
overdue	-0.2
overeager	-0.4
overemphasize	-0.1
over-engineered	-0.2
overestimated	-0.3
overflow	-0.1
overgeneralize	-0.3
overheat	-0.2
over-hyped	-0.4
overkill	-0.5
overloaded	-0.1
overlook	-0.2
overlooked	-0.1
overly	-0.3
overpaid	-0.7
overplay	-0.1
over-played	-0.6
overpower	-0.4
over-powerful	-0.6
overprice	-0.6
overpriced	-0.8
over-priced	-0.6
overprotective	-0.5
overran	-0.2
overrated	-0.8
over-rated	-0.6
overreact	-0.3
overreacted	-0.1
overreacting	-0.4
overreaction	-0.3
overreacts	-0.1
over-reliance	-0.2
overrule	-0.4
overrun	-0.6
oversell	-0.4
overselling	-0.6
oversells	-0.3
overshadow	-0.3
oversights	-0.3
oversimplification	-0.3
oversimplified	-0.3
oversimplifies	-0.3
oversimplify	-0.2
oversize	-0.2
oversized	-0.3
overslept	-1
oversold	-0.3
over-spiritualized	-0.2
overstate	-0.4
overstated	-0.1
overstatement	-0.5
overstatements	-0.3
overtaxed	-0.3
over-the-top	-0.3
overthrow	-0.5
overthrows	-0.3
overturn	-0.3
over-valuation	-0.2
overweening	-0.3
overweight	-0.2
overwhelm	-0.7
overwhelmed	-0.9
overwhelming	-0.8
over-whelming	-0.6
overwhelmingly	-0.8
overwork	-0.2
overworked	-0.3
overwrought	-0.4
overzealously	-0.4
overzelous	-0.4
ow	-0.8
owe	-0.1
owing	-0.2
oww	-1
owww	-0.6
oxymoron	-0.2
packrat	-0.2
pain	-0.6
pained	-0.7
painful	-0.7
painfull	-0.9
painfulness	-0.7
pains	-0.7
painstaking	-0.6
painstakingly	-0.7
palaver	-0.3
pale	-0.5
paleness	-0.5
pales	-0.2
palsy	-0.4
paltriness	-0.5
paltry	-0.3
pancytopenia	-0.8
pandemic	-1
pandemonium	-0.4
pander	-0.4
pandering	-0.2
panders	-0.3
pang	-0.4
panic	-0.5
panick	-0.6
panicked	-0.9
panicking	-0.8
panicky	-0.5
panics	-0.7
pansy	-0.5
pant	-0.4
paper-thin	-0.4
papery	-0.3
paradoxical	-0.2
paradoxically	-0.3
paralize	-0.6
paralogism	-0.4
paralysis	-0.8
paralytic	-0.8
paralyzed	-0.6
paranoia	-0.9
paranoid	-0.8
paraphilia	-0.8
paraphrase	-0.1
paraplegia	-0.8
paraplegic	-0.8
parapsychological	-0.8
paraquat	-0.5
parasite	-0.8
parasitic	-0.3
pare	-0.4
paresthesia	-0.6
paretic	-0.6
pariah	-0.3
parley	-0.4
parlous	-0.7
parody	-0.2
paronychia	-0.8
paroxysm	-0.9
paroxysmal	-0.9
parsimonious	-0.4
parsimony	-0.4
partisan	-0.3
partisans	-0.6
passe	-0.2
passitivity	-0.4
passive	-0.2
passive-agressive	-0.9
passive-agressiveness	-0.5
passively	-0.4
passiveness	-0.4
passivity	-0.1
paternal	-0.7
pathetic	-0.8
pathetically	-0.8
pathogen	-0.8
pathological	-0.7
pathologically	-0.6
pathology	-0.4
patient	-0.4
patriarchal	-0.4
patronize	-0.4
patronizing	-0.7
paucity	-0.2
paupers	-0.3
pawky	-0.5
pawn	-0.2
payback	-0.4
peasant	-0.5
peccable	-0.7
peculiar	-0.4
peculiarities	-0.1
peculiarity	-0.6
peculiarly	-0.5
pedantic	-0.4
pederastic	-0.4
pediculosis	-0.7
peed	-0.5
peeled	-0.1
peeve	-0.4
peeved	-0.3
peevish	-0.3
peevishly	-0.3
penal	-0.8
penalize	-0.7
penalized	-0.6
penalizes	-0.3
penalizing	-0.7
penalty	-0.8
pendejo	-0.4
penitentiary	-0.7
pensive	-0.4
pensiveness	-0.4
penuriousness	-0.3
perdition	-0.3
perfidious	-0.4
perfidity	-0.2
performed	-0.2
perfunctory	-0.5
peril	-0.7
perilous	-0.5
peripheral	-0.3
perish	-0.8
perishability	-0.4
perishable	-0.7
perished	-0.8
perishing	-0.4
perjure	-0.3
perjurer	-0.3
perjury	-0.3
pernicious	-0.3
perniciousness	-0.9
pernickety	-0.2
perpetrated	-0.5
perpetration	-1
perpetrator	-0.8
perpetrators	-0.7
perpetuation	-0.4
perplex	-0.2
perplexed	-0.2
perplexing	-0.4
perplexity	-0.5
perps	-0.6
persecute	-1
persecuted	-0.7
persecutes	-0.6
persecuting	-0.3
persecution	-0.8
persistently	-0.3
pertinacious	-0.5
pertinaciously	-0.2
pertinacity	-0.4
perturb	-0.5
perturbation	-0.5
perturbed	-0.3
pertussis	-0.3
perv	-0.8
pervasive	-0.2
perverse	-0.5
perversely	-0.3
pervert	-0.8
perverted	-0.8
perverts	-0.8
pervy	-0.8
pesky	-0.4
pessimal	-0.4
pessimism	-0.5
pessimist	-0.6
pessimistic	-0.5
pessimistically	-0.7
pest	-0.7
pestilence	-0.8
pestilent	-0.6
petrified	-1
petrify	-0.7
petrifying	-1
pettifog	-0.4
pettiness	-0.4
petty	-0.5
petulant	-0.5
pew	-0.3
pff	-0.3
pfft	-0.6
pgnacious	-0.3
phantom	-0.3
phishing	-1
phlegm	-0.4
phobia	-0.9
phobic	-0.9
phobophobia	-0.8
phony	-0.4
piano-heavy	-0.4
picket	-0.2
picketed	-0.4
picketing	-0.3
pickets	-0.3
picky	-0.2
piece	-0.2
pig	-0.8
pigs	-0.8
piles	-0.1
pileup	-0.3
pillage	-0.5
pillory	-0.3
pimple	-0.5
pinch	-0.4
pinched	-0.4
pining	-0.3
pinion	-0.1
piqued	-0.4
piracy	-0.2
pirate	-0.5
piss	-0.7
pissed	-1
pissing	-0.6
pistol	-0.7
piteous	-0.5
pitied	-0.4
pitiful	-0.5
pitifully	-0.3
pitiless	-0.4
pitilessly	-0.3
pitilessness	-0.4
pittance	-0.3
pity	-0.4
plagiarism	-0.6
plagiarist	-0.7
plagiaristic	-0.7
plagiarize	-0.4
plague	-0.9
plagued	-0.8
plagues	-0.9
plaguey	-0.8
plaguing	-0.9
plain	-0.4
plainly	-0.2
plaintiff	-0.3
plasticky	-0.6
plated	-0.2
plea	-0.8
plead	-0.5
pleading	-0.5
pleas	-0.5
pleb	-0.9
plebeian	-0.6
plebian	-0.9
plight	-0.4
plod	-0.2
plodding	-0.6
plonk	-0.4
plonker	-0.3
plotlessness	-0.2
plotters	-0.1
ploy	-0.5
plunder	-0.2
plunderer	-0.2
plunge	-0.3
pneumonia	-0.6
poaching	-0.3
poignance	-0.8
poignant	-0.8
pointing	-0.2
pointless	-0.3
pointlessly	-0.3
poised	-0.4
poison	-0.9
poisoned	-0.7
poisoning	-0.9
poisonous	-0.9
poisonously	-0.8
poisons	-0.7
pokey	-0.3
poky	-0.3
polarisation	-0.1
polemic	-0.3
polemize	-0.3
police	-0.2
polio	-0.8
politically	-0.3
pollutant	-0.8
pollute	-0.9
polluted	-0.5
polluter	-0.9
polluters	-0.7
pollutes	-0.8
pollution	-0.9
polution	-0.4
pomp	-0.5
pompous	-0.4
ponderous	-0.5
poo	-0.8
pooh	-0.2
pook	-0.4
pooped	-0.6
poor	-0.7
poorer	-0.4
poorest	-0.7
poorhouse	-0.5
poorly	-0.7
popo	-0.4
popped	-0.4
porcupine	-0.1
porky-looking	-0.5
porn	-0.5
porno	-0.5
pornographer	-0.6
pornographic	-0.6
pornographically	-0.6
pornography	-0.6
poser	-0.6
possessed	-0.2
possessive	-0.2
possessively	-0.4
possessiveness	-0.4
posthumous	-0.3
postpone	-0.3
postponed	-0.2
postponement	-0.3
postpones	-0.1
postponing	-0.3
posturing	-0.4
pothead	-0.8
poverty	-0.6
poverty-stricken	-0.7
powerless	-0.4
power-mad	-0.3
prank	-0.4
prankishness	-0.3
prate	-0.4
pratfall	-0.4
prattle	-0.7
prattler	-0.4
prblm	-0.6
prblms	-0.9
preachy	-0.1
precarious	-0.3
precariously	-0.3
precariousness	-0.3
precinct	-0.4
precipitate	-0.5
precipitous	-0.3
precipitously	-0.4
precis	-0.2
preclinical	-0.3
preclusive	-0.5
precursory	-0.4
predator	-0.4
predatory	-0.7
predicament	-0.5
predictability	-0.1
predictably	-0.5
prejudge	-0.3
prejudice	-0.6
prejudices	-0.5
prejudicial	-0.1
premature	-0.3
prematureness	-0.3
premeditated	-0.3
preoccupation	-0.3
preoccupy	-0.1
pre-owned	-0.1
pre-packaged	-0.3
preposterous	-0.7
preposterously	-0.3
presentment	-0.4
preservative-laden	-0.4
pressing	-0.3
pressure	-0.5
pressured	-0.2
pressurize	-0.4
presumptuous	-0.3
presumptuously	-0.6
pretence	-0.5
pretended	-0.3
pretending	-0.4
pretends	-0.1
pretension	-0.2
pretensions	-0.7
pretention	-0.5
pretentious	-0.5
pretentiously	-0.9
pretentiousness	-0.5
pretermission	-0.3
prevalent	-0.2
prevent	-0.4
prevented	-0.2
preventing	-0.5
preventive	-0.4
prevents	-0.4
prey	-0.6
pricey	-0.6
prick	-1
prickle	-0.3
prickly	-0.3
prik	-0.7
primitive	-0.4
prison	-0.6
prisoner	-0.8
prisoners	-0.8
prisonlike	-0.8
privy	-0.4
problem	-0.9
problematic	-0.7
problematically	-0.8
problems	-0.7
probs	-0.5
procrastinate	-0.3
procrastinates	-0.5
procrastinating	-0.5
procrastination	-0.5
prod	-0.4
prodigal	-0.2
prodromal	-0.4
prodrome	-0.5
profanation	-0.6
profanatory	-0.7
profane	-0.7
profaneness	-0.7
profanity	-0.7
profiteer	-0.2
profligacy	-0.4
profusion	-0.4
prohibit	-0.3
prohibited	-0.5
prohibition	-0.5
prohibitive	-0.3
prohibits	-0.5
proinflammatory	-0.4
projectile	-0.4
prolonged	-0.4
prone	-0.2
propaganda	-0.5
proprietary	-0.5
proscription	-0.4
proscriptions	-0.6
prosecute	-0.9
prosecuted	-0.7
prosecution	-0.9
prostitute	-0.7
prostitution	-0.7
prostrate	-0.7
prostration	-0.7
protective	-4
protectively	-0.6
protest	-0.4
protestation	-0.4
protested	-0.5
protesters	-0.6
protesting	-0.6
protests	-0.7
protracted	-0.2
provocation	-0.5
provocative	-0.5
provoke	-0.5
provoked	-0.2
provoking	-0.6
prowl	-0.4
prowler	-0.4
prozzie	-0.4
prurigo	-0.8
pruritus	-0.5
pseudo	-0.5
pseudoephedrine	-0.1
pseudo-intellectual	-0.2
pseudophloem	-0.2
psh	-0.5
psychedelic	-0.4
psycho	-0.7
psychogenesis	-0.5
psychopathic	-0.8
psychosis	-0.8
psychosomatic	-0.8
psychotic	-0.8
psychotically	-0.4
publicist	-0.5
pudge	-0.4
pugnacious	-0.5
pugnaciously	-0.1
pugnacity	-0.2
puke	-1
pulverization	-0.5
punch	-0.5
punched	-0.5
punchy	-0.6
puncture	-0.3
pungency	-0.4
pungent	-0.4
punily	-0.3
puniness	-0.4
punish	-0.8
punishable	-0.5
punished	-0.6
punishes	-0.7
punishing	-0.5
punishment	-0.8
punitive	-0.4
punk	-0.3
puny	-0.4
puppet	-0.2
puppets	-0.2
purgatory	-0.4
puritanical	-0.3
purposelessness	-0.2
pursued	-0.1
purulent	-0.8
pushed	-0.2
pushy	-0.4
pussy	-0.8
pussycat	-0.5
pustule	-0.8
put-off	-0.5
putrefaction	-0.6
putrefactive	-0.6
putrefy	-0.6
putrescence	-0.6
putrescent	-0.6
putrescine	-0.6
putrid	-0.6
putridity	-0.6
puzzle	-0.2
puzzled	-0.3
puzzlement	-0.3
puzzling	-0.3
pycnodysostosis	-0.4
pygmy	-0.4
pyrophobia	-0.8
qld	-0.1
quack	-0.5
qualm	-0.2
qualms	-0.2
quandary	-0.4
quarantine	-0.8
quarrel	-0.5
quarrellous	-0.4
quarrellously	-0.3
quarrels	-0.4
quarrelsome	-0.3
quash	-0.4
quavering	-0.4
queasy	-0.3
queer	-0.8
quell	-0.3
quenchless	-0.3
questionable	-0.2
questionably	-0.2
quibble	-0.4
quibbles	-0.4
quicksand	-0.2
quiescent	-0.1
quiet	-0.2
quietness	-0.2
quinsy	-0.8
quit	-0.7
quite-boring	-0.6
quitter	-0.7
quitting	-0.4
quivering	-0.3
quote	-0.2
rabble	-0.4
rabid	-0.2
rabidly	-0.2
rabies	-0.9
racism	-0.8
racist	-1
racists	-1
racy	-0.4
radiation	-0.6
radical	-0.3
radicalism	-0.7
radicalization	-0.3
radically	-0.3
radicals	-0.4
radioactive	-0.5
radon	-0.4
rage	-0.9
ragged	-0.8
raggedly	-0.8
raggedness	-0.8
raging	-0.8
ragpicker	-0.6
rags	-0.4
raid	-0.7
rain-soaked	-0.4
rainy	-0.2
rakish	-4
rambing	-0.3
ramble	-0.5
rambler	-0.5
rambling	-0.2
rampage	-0.6
rampageous	-0.6
rampant	-0.7
rampantly	-0.7
ramshackle	-0.4
rancid	-0.7
rancidity	-0.7
rancidness	-0.1
rancor	-0.3
randomly	-0.1
rankle	-0.8
ransom	-0.5
rant	-0.3
ranted	-0.4
ranting	-0.4
rantingly	-0.3
rants	-0.4
rape	-1
